STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_BORO_NAME
03-11-2019,307,23:25:00,1405,November,Sunday,POM,1,CPW,CPW,12,CPW,CPW,Y,Y,CALM,18,WHITE HISPANIC,5.6,150,SKI MASK COVERING FACE,QUEENS
17-11-2019,321,01:23:00,83,November,Sunday,POM,1,BURGLARY,BURGLARY,13,(null),NONE,Y,N,COOPERATIVE,72,WHITE,5.5,170,NONE,STATEN ISLAND
17-11-2019,321,12:46:00,766,November,Sunday,POM,1,PETIT LARCENY,PETIT LARCENY,10,(null),NONE,Y,N,CALM,70,WHITE HISPANIC,5.11,200,BLUE JEANS.  GREY HAT.  BLACK JACKET.  GREEN HOODIE,STATEN ISLAND
17-11-2019,321,18:05:00,1085,November,Sunday,POM,0,BURGLARY,BURGLARY,4,(null),NONE,Y,N,"AGITATED, AGGRESSIVE, NERVOUS",25,BLACK,6,180,(null),STATEN ISLAND
30-12-2019,364,19:50:00,1190,December,Monday,DTS,1,ASSAULT,ASSAULT,5,(null),NONE,Y,N,CALM/COOPERATIVE,33,WHITE HISPANIC,5.9,180,(null),MANHATTAN
23-12-2019,357,02:33:00,153,December,Monday,POM,1,BURGLARY,BURGLARY,8,(null),NONE,Y,N,NERVOUS,40,BLACK,5.8,170,"GREEN JACKET WITH FUR HOOD, RED SHIRT, BLACK FACE MASK, BLACK JEANS",MANHATTAN
23-12-2019,357,14:04:00,844,December,Monday,POM,1,PETIT LARCENY,PETIT LARCENY,10,(null),NONE,Y,N,ANGRY AND ANNOYED,49,BLACK,5.6,170,(null),MANHATTAN
23-12-2019,357,21:30:00,1290,December,Monday,POM,1,CPW,CPW,12,(null),NONE,Y,N,CALM,25,BLACK,5.5,130,LONG DREADS,MANHATTAN
23-12-2019,357,16:13:00,973,December,Monday,POM,1,CPW,CPW,20,(null),NONE,N,N,CALM,19,WHITE HISPANIC,5.4,130,UNK,BRONX
23-12-2019,357,16:13:00,973,December,Monday,POM,1,CPW,CPW,20,(null),NONE,N,N,CALM,15,WHITE HISPANIC,5.7,150,N/A,BRONX
23-12-2019,357,16:13:00,973,December,Monday,POM,1,CPW,CPW,20,(null),NONE,N,N,NERVOUS,17,WHITE HISPANIC,5.1,160,N/A,BRONX
23-12-2019,357,16:13:00,973,December,Monday,POM,1,CPW,CPW,5,ROBBERY,ROBBERY,N,N,UNFRIENDLY,22,BLACK HISPANIC,5.11,170,N/A,BRONX
23-12-2019,357,00:36:00,36,December,Monday,POM,1,OTHER,OTHER,17,CRIMINAL POSSESSION OF CONTROLLE,OTHER,Y,N,CALM,58,BLACK,5.6,140,NONE,BRONX
30-12-2019,364,09:10:00,550,December,Monday,POF,2,ROBBERY,ROBBERY,1,ROBBERY,ROBBERY,Y,Y,NERVOUS,59,BLACK,5.5,140,(null),BRONX
16-12-2019,350,18:45:00,1125,December,Monday,POM,1,ROBBERY,ROBBERY,5,(null),NONE,N,N,ANGRY/UPSET,18,BLACK,5.8,170,UKN,BRONX
16-12-2019,350,18:45:00,1125,December,Monday,POM,1,ROBBERY,ROBBERY,5,(null),NONE,N,N,ANGRY/UPSET,18,BLACK,5.9,175,UNKNOWN,BRONX
16-12-2019,350,18:45:00,1125,December,Monday,POM,1,ROBBERY,ROBBERY,5,(null),NONE,N,N,ANGRY/UPSET,20,BLACK,5.1,180,(null),BRONX
09-12-2019,343,14:00:00,840,December,Monday,POM,1,ASSAULT,ASSAULT,4,ASSAULT,ASSAULT,Y,N,"UPSET, RESISTED ARREST, AND ASSAULTED AN M.O.S",33,BLACK HISPANIC,5.4,160,(null),BRONX
02-12-2019,336,01:30:00,90,December,Monday,SGT,1,PETIT LARCENY,PETIT LARCENY,10,PETIT LARCENY,PETIT LARCENY,Y,N,NERVOUS,15,BLACK,6.2,195,"RED HAT, RED COAT, BLACK T SHIER, BLACK JEANS RED AND BLUE SNEAKERS",BRONX
02-12-2019,336,01:30:00,90,December,Monday,POM,1,PETIT LARCENY,PETIT LARCENY,10,PETIT LARCENY,PETIT LARCENY,Y,N,NERVOUS,15,BLACK,6,135,"BLACK JACKET, BLACK SWEAT PANTS AND RED SNEAKERS",BRONX
09-12-2019,343,09:20:00,560,December,Monday,POM,1,CPW,CPW,1,(null),NONE,Y,N,CALM,21,BLACK,5.8,150,"BLUE HOODIE, BLACK SWEATPANTS",BRONX
09-12-2019,343,09:19:00,559,December,Monday,POM,1,CPW,CPW,5,CPW,CPW,Y,Y,CALM,28,BLACK,5.8,160,WHITE T-SHIRT WITH BLACK/WHITE SWEATPANTS,BRONX
16-12-2019,350,04:57:00,297,December,Monday,POM,0,GRAND LARCENY AUTO,GRAND LARCENY AUTO,20,(null),NONE,Y,N,CALM,24,WHITE HISPANIC,5.11,160,"BLACK HOODIE, BLACK PANTS, BLACK SHOES",BRONX
16-12-2019,350,04:57:00,297,December,Monday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,15,CPSP,OTHER,Y,Y,NERVOUS,26,BLACK,5.11,180,"MULTI COLOR VEST, GRAY HOODIE, BLUE JEANS, BLACK BOOTS, BLACK BACKPACK, MULTI CO",BRONX
16-12-2019,350,08:36:00,516,December,Monday,POM,1,CPSP,OTHER,5,(null),NONE,Y,N,CALM,17,BLACK,5.11,130,(null),BRONX
23-12-2019,357,18:43:00,1123,December,Monday,POM,5,ROBBERY,ROBBERY,6,(null),NONE,Y,N,"EXHAUSTED, ERRATIC, COOPERATIVE",16,BLACK,6,160,"DARK BLUE JACKET, BLACK PANTS",BRONX
23-12-2019,357,21:03:00,1263,December,Monday,POM,1,ASSAULT,ASSAULT,9,(null),NONE,Y,N,NERVOUS,17,BLACK,6,145,(null),BROOKLYN
02-12-2019,336,21:20:00,1280,December,Monday,POM,0,BURGLARY,BURGLARY,4,BURGLARY,BURGLARY,Y,N,AGITATED,41,BLACK,5.5,130,NA,BROOKLYN
16-12-2019,350,12:20:00,740,December,Monday,POM,1,GRAND LARCENY,GRAND LARCENY,5,GRAND LARCENY,GRAND LARCENY,Y,N,NERVOUS,34,BLACK,5.9,150,(null),BROOKLYN
30-12-2019,364,17:55:00,1075,December,Monday,POM,1,CPW,CPW,4,(null),NONE,Y,N,ANGRY,40,BLACK,5.6,140,BLK SWEATSUIT WITH WHITE STRIPES,QUEENS
16-12-2019,350,22:30:00,1350,December,Monday,POM,1,ROBBERY,ROBBERY,1,ROBBERY,ROBBERY,Y,N,#N/A,21,ASIAN / PACIFIC ISLANDER,5.9,130,(null),QUEENS
23-12-2019,357,13:49:00,829,December,Monday,POM,1,ROBBERY,ROBBERY,2,(null),NONE,Y,N,COOPERATIVE,18,BLACK,5.8,125,(null),QUEENS
30-12-2019,364,20:54:00,1254,December,Monday,POM,1,ASSAULT,ASSAULT,10,OTHER,OTHER,Y,N,NORMAL,51,BLACK,5.5,230,(null),QUEENS
02-12-2019,336,02:00:00,120,December,Monday,POF,1,CPW,CPW,20,CPW,CPW,Y,N,CALM,22,WHITE HISPANIC,5.3,165,N/A,QUEENS
30-12-2019,364,09:31:00,571,December,Monday,POM,2,BURGLARY,BURGLARY,30,BURGLARY,BURGLARY,Y,N,CALM,33,WHITE,5.2,120,N/A,STATEN ISLAND
30-12-2019,364,21:19:00,1279,December,Monday,POF,0,OTHER,OTHER,3,OTHER,OTHER,Y,N,CALM,35,BLACK,6.1,180,(null),BRONX
30-12-2019,364,14:55:00,895,December,Monday,POM,1,ASSAULT,ASSAULT,15,CRIMINAL POSSESSION OF CONTROLLE,OTHER,N,N,AGGITATED,21,BLACK HISPANIC,4.11,185,(null),BROOKLYN
30-12-2019,364,14:35:00,875,December,Monday,POM,1,ASSAULT,ASSAULT,10,ASSAULT,ASSAULT,Y,Y,NORMAL,55,WHITE,5.11,200,(null),QUEENS
24-12-2019,358,05:14:00,314,December,Tuesday,POM,5,ASSAULT,ASSAULT,20,(null),NONE,Y,N,SEMI COMPLIANT / HESITANT,42,BLACK HISPANIC,5.1,240,BEARD,MANHATTAN
10-12-2019,344,23:45:00,1425,December,Tuesday,POM,5,BURGLARY,BURGLARY,5,OTHER,OTHER,Y,N,HOSTILE,28,WHITE HISPANIC,5.11,180,(null),MANHATTAN
31-12-2019,365,19:39:00,1179,December,Tuesday,POF,2,OTHER,OTHER,15,(null),NONE,Y,N,UPSET,21,BLACK,5.8,150,(null),MANHATTAN
10-12-2019,344,17:13:00,1033,December,Tuesday,POM,1,ROBBERY,ROBBERY,7,(null),NONE,Y,N,ANGRY,36,BLACK,5.1,165,(null),MANHATTAN
10-12-2019,344,11:20:00,680,December,Tuesday,POM,0,CPW,CPW,15,(null),NONE,Y,N,AGGRESSIVE,43,BLACK,5.11,150,(null),MANHATTAN
03-12-2019,337,07:22:00,442,December,Tuesday,POM,1,ASSAULT,ASSAULT,11,ROBBERY,ROBBERY,Y,N,"NERVOUS, SHAKING, SWEATING",25,WHITE HISPANIC,5.8,185,(null),MANHATTAN
03-12-2019,337,16:55:00,1015,December,Tuesday,POM,1,ROBBERY,ROBBERY,2,CPW,CPW,N,Y,UNDERSTANDING,15,BLACK,5.1,140,UNK,MANHATTAN
03-12-2019,337,23:41:00,1421,December,Tuesday,POM,1,CPW,CPW,5,CPW,CPW,N,Y,NERVOUS AND EXHAUSTED,24,BLACK HISPANIC,5.8,140,BLACK JACKET WITH FUR,BRONX
24-12-2019,358,09:45:00,585,December,Tuesday,POM,5,ROBBERY,ROBBERY,17,(null),NONE,Y,N,"UPSET,ANGRY",35,BLACK,6,160,BLACK BUBBLE JACKET AND BLACK PANTS,BRONX
10-12-2019,344,21:27:00,1287,December,Tuesday,POM,0,MENACING,MENACING,6,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,N,AGGITATED,13,BLACK,5.6,120,(null),BRONX
10-12-2019,344,19:42:00,1182,December,Tuesday,POM,1,ASSAULT,ASSAULT,9,ASSAULT,ASSAULT,N,N,NERVOUS / SWEATING,47,BLACK,5.11,260,(null),BRONX
10-12-2019,344,15:00:00,900,December,Tuesday,POM,1,ASSAULT,ASSAULT,10,MENACING,MENACING,Y,Y,CALM,18,BLACK,5.11,150,TATTOO ON RIGHT FOREARM,BRONX
17-12-2019,351,02:10:00,130,December,Tuesday,POM,1,BURGLARY,BURGLARY,18,(null),NONE,Y,N,COOPERATIVE,50,WHITE HISPANIC,8.8,150,(null),BRONX
10-12-2019,344,13:55:00,835,December,Tuesday,POM,1,ROBBERY,ROBBERY,5,(null),NONE,Y,N,COMPLIANT,31,BLACK,6.2,200,"CLOUDS ON NECK TATTOO, BLACK JACKET, RED HOODIE",BRONX
10-12-2019,344,13:55:00,835,December,Tuesday,POM,1,ROBBERY,ROBBERY,5,OTHER,OTHER,Y,N,NERVOUS AND VERBALLY DEFENSIVE,28,BLACK,5.8,165,BLACK  TRACK PANTS WITH A RED STRIPE,BRONX
10-12-2019,344,13:55:00,835,December,Tuesday,POF,1,ROBBERY,ROBBERY,5,(null),NONE,Y,N,COOPERATIVE,19,BLACK,5.7,160,"BLACK JACKET, RED STRIPED BACKPACK",BRONX
10-12-2019,344,15:20:00,920,December,Tuesday,POM,3,CPW,CPW,4,(null),NONE,N,N,ARGUEMENTATIVE BUT COMPLIANT,20,BLACK,6,170,"BLACK HOODIE, BEIGE PANTS, TAN BOOTS",BRONX
03-12-2019,337,23:24:00,1404,December,Tuesday,POM,1,CPW,CPW,1,(null),NONE,N,N,NERVOUS,30,BLACK,6,180,(null),BRONX
03-12-2019,337,19:38:00,1178,December,Tuesday,POM,1,CPW,CPW,1,CRIMINAL POSSESSION OF CONTROLLE,OTHER,N,N,CALM,33,BLACK,5.1,200,(null),BRONX
10-12-2019,344,23:18:00,1398,December,Tuesday,POM,3,CRIMINAL TRESPASS,CRIMINAL TRESPASS,7,CRIMINAL TRESPASS,CRIMINAL TRESPASS,N,N,UPSET,61,BLACK,5.1,200,(null),BROOKLYN
10-12-2019,344,19:10:00,1150,December,Tuesday,POM,1,PETIT LARCENY,PETIT LARCENY,5,PETIT LARCENY,PETIT LARCENY,Y,N,#N/A,22,BLACK,6.1,220,"YELLOW HOODIE, BLACK SWEATPANTS",BROOKLYN
31-12-2019,365,04:05:00,245,December,Tuesday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,12,(null),NONE,Y,Y,NORMAL,20,BLACK,6,175,(null),BROOKLYN
31-12-2019,365,16:00:00,960,December,Tuesday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,(null),NONE,Y,N,ANNOYED,16,BLACK,5.7,160,(null),BROOKLYN
31-12-2019,365,16:00:00,960,December,Tuesday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,(null),NONE,Y,N,NORMAL,15,BLACK,5.6,220,(null),BROOKLYN
31-12-2019,365,16:00:00,960,December,Tuesday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,(null),NONE,Y,N,NORMAL,16,BLACK,5.1,175,(null),BROOKLYN
10-12-2019,344,17:13:00,1033,December,Tuesday,POM,1,ROBBERY,ROBBERY,2,ROBBERY,ROBBERY,Y,N,NERVOUS,15,BLACK,5.4,100,ALL BLACK CLOTHING,BROOKLYN
31-12-2019,365,10:32:00,632,December,Tuesday,POM,1,MENACING,MENACING,18,MENACING,MENACING,Y,Y,AGITATED,23,BLACK,6.1,150,(null),BROOKLYN
10-12-2019,344,14:57:00,897,December,Tuesday,POM,1,ROBBERY,ROBBERY,9,ROBBERY,ROBBERY,Y,N,CALM,24,BLACK HISPANIC,5.1,150,HOSPITAL MASK,BROOKLYN
03-12-2019,337,12:30:00,750,December,Tuesday,POM,5,CPW,CPW,15,(null),NONE,Y,N,APPARENTLY NORMAL,22,(null),5.2,105,(null),BROOKLYN
24-12-2019,358,10:25:00,625,December,Tuesday,POM,0,CPW,CPW,5,(null),NONE,Y,N,DISORDERLY / INTOX,32,BLACK,6.2,180,(null),BROOKLYN
24-12-2019,358,19:05:00,1145,December,Tuesday,POM,1,CPW,CPW,9,(null),NONE,Y,N,ANGRY,30,BLACK,6,200,NONE,BROOKLYN
31-12-2019,365,01:45:00,105,December,Tuesday,POM,1,CPW,CPW,5,CPW,CPW,N,Y,RESISTING,25,BLACK,6.1,180,(null),BROOKLYN
10-12-2019,344,15:50:00,950,December,Tuesday,POM,1,CPW,CPW,20,(null),NONE,Y,N,NORMAL,22,BLACK,5.1,150,GREEN HOODIE,BROOKLYN
10-12-2019,344,16:00:00,960,December,Tuesday,POM,1,OTHER,OTHER,20,(null),NONE,Y,N,CALM,22,BLACK,5.11,170,N/A,BROOKLYN
10-12-2019,344,16:17:00,977,December,Tuesday,POM,1,ROBBERY,ROBBERY,30,(null),NONE,Y,N,CALM,30,BLACK,6.1,170,(null),QUEENS
31-12-2019,365,13:51:00,831,December,Tuesday,POF,1,CPW,CPW,5,(null),NONE,Y,N,CALM,20,BLACK,5.8,150,(null),QUEENS
10-12-2019,344,09:00:00,540,December,Tuesday,POM,1,CPW,CPW,2,(null),NONE,Y,N,AGITATED,59,BLACK,6,160,(null),QUEENS
24-12-2019,358,02:16:00,136,December,Tuesday,POM,2,ROBBERY,ROBBERY,20,(null),NONE,Y,N,NERVOUS,25,BLACK,5.9,160,UNK,QUEENS
03-12-2019,337,01:30:00,90,December,Tuesday,POF,0,ROBBERY,ROBBERY,30,(null),NONE,Y,N,#N/A,29,WHITE HISPANIC,5.3,145,(null),QUEENS
03-12-2019,337,01:30:00,90,December,Tuesday,POM,0,ROBBERY,ROBBERY,30,(null),NONE,Y,N,#N/A,24,WHITE HISPANIC,5.3,140,(null),QUEENS
03-12-2019,337,01:30:00,90,December,Tuesday,POM,0,ROBBERY,ROBBERY,30,CRIMINAL POSSESSION OF CONTROLLE,OTHER,Y,N,#N/A,33,WHITE HISPANIC,5.7,200,TATTOOS ON ARM,QUEENS
03-12-2019,337,01:30:00,90,December,Tuesday,DTS,0,ROBBERY,ROBBERY,30,(null),NONE,Y,N,#N/A,29,WHITE HISPANIC,5.1,185,(null),QUEENS
03-12-2019,337,01:30:00,90,December,Tuesday,POF,0,ROBBERY,ROBBERY,30,(null),NONE,Y,N,#N/A,33,WHITE HISPANIC,5.6,130,(null),QUEENS
03-12-2019,337,01:30:00,90,December,Tuesday,POM,0,ROBBERY,ROBBERY,30,(null),NONE,Y,N,#N/A,35,WHITE HISPANIC,5.8,195,(null),QUEENS
10-12-2019,344,21:57:00,1317,December,Tuesday,POM,1,MENACING,MENACING,20,UNAUTHORIZED USE OF A VEHICLE,OTHER,N,N,NORMAL,19,BLACK HISPANIC,5.4,150,BLUE JACKET WITH GREY SWEATSHIRT UNDERNEATH,QUEENS
10-12-2019,344,21:57:00,1317,December,Tuesday,POM,1,MENACING,MENACING,20,MENACING,MENACING,N,Y,NORMAL,15,BLACK HISPANIC,5.8,150,BLACK JACKET,QUEENS
17-12-2019,351,18:30:00,1110,December,Tuesday,POM,1,CPW,CPW,16,(null),NONE,N,N,NORMAL,17,WHITE HISPANIC,5.7,160,NONE,STATEN ISLAND
17-12-2019,351,18:30:00,1110,December,Tuesday,POM,1,CPW,CPW,16,(null),NONE,N,N,NORMAL,16,WHITE HISPANIC,5.7,160,NONE,STATEN ISLAND
31-12-2019,365,17:00:00,1020,December,Tuesday,POM,1,CPW,CPW,25,(null),NONE,Y,N,AGGRAVATED AND HOSTILE,41,WHITE,5.11,165,BLUE JACKET,STATEN ISLAND
31-12-2019,365,22:08:00,1328,December,Tuesday,POM,1,ROBBERY,ROBBERY,9,(null),NONE,Y,N,INDIFFERENT,17,BLACK,5.1,130,N/A,BROOKLYN
31-12-2019,365,22:08:00,1328,December,Tuesday,POM,1,ROBBERY,ROBBERY,9,(null),NONE,Y,N,INDIFFERENT,17,BLACK,5.6,120,N/A,BROOKLYN
31-12-2019,365,22:08:00,1328,December,Tuesday,POM,0,ROBBERY,ROBBERY,9,(null),NONE,Y,N,CALM,17,BLACK,6,130,(null),BROOKLYN
31-12-2019,365,22:08:00,1328,December,Tuesday,SGT,1,ROBBERY,ROBBERY,1,(null),NONE,Y,N,UPSET,17,BLACK,6.3,150,AFRO,BROOKLYN
31-12-2019,365,22:15:00,1335,December,Tuesday,DTS,2,CPW,CPW,20,(null),NONE,Y,N,AGITATED,18,WHITE HISPANIC,5.1,140,UNK,BROOKLYN
18-12-2019,352,23:32:00,1412,December,Wednesday,POF,1,ROBBERY,ROBBERY,8,ROBBERY,ROBBERY,N,N,CALM,15,BLACK,5.11,140,"DU-RAG, DARK COAT, SWEAT PANTS, BOOTS",MANHATTAN
18-12-2019,352,23:32:00,1412,December,Wednesday,POF,1,ROBBERY,ROBBERY,8,ROBBERY,ROBBERY,N,N,CALM,17,BLACK,5.3,150,FUR COAT JEANS,MANHATTAN
18-12-2019,352,23:32:00,1412,December,Wednesday,POF,1,ROBBERY,ROBBERY,8,ROBBERY,ROBBERY,N,N,CALM,19,BLACK,5.11,190,"BLACK JACKET SWEAT PANTS, BEANIE HAT",MANHATTAN
18-12-2019,352,23:32:00,1412,December,Wednesday,POF,1,ROBBERY,ROBBERY,8,ROBBERY,ROBBERY,N,N,CALM,20,WHITE HISPANIC,5.1,150,RED JACKET SWEAT PANTS SNEAKERS,MANHATTAN
18-12-2019,352,23:32:00,1412,December,Wednesday,POF,1,ROBBERY,ROBBERY,8,ROBBERY,ROBBERY,N,N,CALM,19,BLACK,5.11,160,PINK SWEATSHIRT JEANS BLUE HAIR,MANHATTAN
04-12-2019,338,22:35:00,1355,December,Wednesday,POM,2,ROBBERY,ROBBERY,9,ROBBERY,ROBBERY,Y,N,NERVOUS,17,WHITE HISPANIC,5.6,160,(null),MANHATTAN
25-12-2019,359,15:38:00,938,December,Wednesday,POM,1,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,Y,N,AGGITATED,25,BLACK,6.4,190,BEIGE HOODIE-BLACK HAIR-DREADLOCKS,MANHATTAN
11-12-2019,345,15:51:00,951,December,Wednesday,POM,4,PETIT LARCENY,PETIT LARCENY,5,PETIT LARCENY,PETIT LARCENY,Y,N,NERVOUS,29,BLACK HISPANIC,5.6,140,7.3.0 ON RIGHT HAND,MANHATTAN
18-12-2019,352,20:17:00,1217,December,Wednesday,POM,1,CPW,CPW,2,ROBBERY,ROBBERY,Y,Y,#N/A,37,WHITE,5.9,160,(null),MANHATTAN
25-12-2019,359,12:30:00,750,December,Wednesday,POM,1,CPW,CPW,5,(null),NONE,Y,N,COMPLIANT,31,WHITE,5.9,175,(null),MANHATTAN
18-12-2019,352,06:45:00,405,December,Wednesday,POM,1,ASSAULT,ASSAULT,20,(null),NONE,Y,N,AGITATED,32,BLACK,5.6,125,(null),MANHATTAN
18-12-2019,352,08:00:00,480,December,Wednesday,POM,0,ASSAULT,ASSAULT,5,ASSAULT,ASSAULT,Y,N,ALARMED,27,BLACK,5.9,155,(null),MANHATTAN
04-12-2019,338,22:01:00,1321,December,Wednesday,POM,1,CPW,CPW,1,CPW,CPW,N,Y,NERVOUS,24,BLACK,6,175,TATTOOS OF SYMBOLS ON HANDS,BRONX
11-12-2019,345,09:10:00,550,December,Wednesday,POF,1,ASSAULT,ASSAULT,5,(null),NONE,Y,N,"SHAKING, NERVOUS",34,BLACK HISPANIC,5.8,125,GRAY BEANIE HAT,BRONX
18-12-2019,352,13:00:00,780,December,Wednesday,POM,1,CPW,CPW,19,CPW,CPW,N,Y,NERVOUS,22,BLACK HISPANIC,5.9,150,(null),BRONX
18-12-2019,352,13:00:00,780,December,Wednesday,POM,1,CPW,CPW,19,CPW,CPW,N,N,NERVOUS,32,BLACK,6.1,200,(null),BRONX
11-12-2019,345,14:49:00,889,December,Wednesday,POM,1,CPW,CPW,3,(null),NONE,N,N,UNDERSTANDING / CONTENT,19,BLACK HISPANIC,5.9,165,(null),BRONX
18-12-2019,352,23:20:00,1400,December,Wednesday,POM,1,CPW,CPW,2,(null),NONE,Y,N,UNDERSTANDING,22,ASIAN / PACIFIC ISLANDER,6.1,180,GLASSES,BRONX
04-12-2019,338,02:06:00,126,December,Wednesday,POM,3,CPW,CPW,1,(null),NONE,N,N,NERVOUS,30,BLACK,5.9,160,NECK TATTOO,BRONX
25-12-2019,359,09:00:00,540,December,Wednesday,POM,1,CPW,CPW,2,CPW,CPW,Y,Y,NORMAL,57,WHITE HISPANIC,5.4,160,(null),BRONX
11-12-2019,345,17:32:00,1052,December,Wednesday,POM,1,GRAND LARCENY,GRAND LARCENY,20,GRAND LARCENY,GRAND LARCENY,Y,N,NORMAL,42,WHITE HISPANIC,5.6,190,GREEN JACKET,BROOKLYN
18-12-2019,352,18:55:00,1135,December,Wednesday,POM,3,BURGLARY,BURGLARY,5,PETIT LARCENY,PETIT LARCENY,Y,N,NORMAL,22,WHITE,5,160,"MALE WHITE BLACK OVERCOAT, GREY HOODIE, BLACK SKULLCAP",BROOKLYN
25-12-2019,359,16:03:00,963,December,Wednesday,POM,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,3,(null),NONE,Y,Y,CALM,20,BLACK,5.5,110,(null),BROOKLYN
04-12-2019,338,14:50:00,890,December,Wednesday,POF,1,PETIT LARCENY,PETIT LARCENY,10,(null),NONE,Y,N,CALM,18,BLACK,5.9,150,(null),BROOKLYN
04-12-2019,338,11:48:00,708,December,Wednesday,POM,1,PETIT LARCENY,PETIT LARCENY,12,(null),NONE,Y,N,CALM,15,BLACK,6,220,"GREY JACKET,GREY HOODIE,BLACK JEANS",BROOKLYN
04-12-2019,338,14:49:00,889,December,Wednesday,POM,1,PETIT LARCENY,PETIT LARCENY,12,(null),NONE,Y,N,CALM,18,BLACK,5.5,160,GOLD DURAG,BROOKLYN
25-12-2019,359,21:42:00,1302,December,Wednesday,POM,0,ROBBERY,ROBBERY,5,(null),NONE,Y,N,#N/A,26,BLACK,6.2,180,(null),BROOKLYN
25-12-2019,359,21:42:00,1302,December,Wednesday,POM,0,ROBBERY,ROBBERY,5,(null),NONE,Y,N,#N/A,20,BLACK,6,180,(null),BROOKLYN
25-12-2019,359,21:43:00,1303,December,Wednesday,POM,1,ROBBERY,ROBBERY,8,(null),NONE,Y,N,UPSET,22,BLACK,5.8,170,(null),BROOKLYN
11-12-2019,345,21:52:00,1312,December,Wednesday,POM,1,ROBBERY,ROBBERY,10,PETIT LARCENY,PETIT LARCENY,N,N,#N/A,50,BLACK,6,180,(null),BROOKLYN
25-12-2019,359,18:59:00,1139,December,Wednesday,POF,1,CPW,CPW,2,(null),NONE,Y,N,SCARED,14,BLACK,5.8,145,(null),BROOKLYN
25-12-2019,359,18:59:00,1139,December,Wednesday,POF,1,CPW,CPW,2,(null),NONE,Y,N,SCARED,15,BLACK,5.8,145,(null),BROOKLYN
18-12-2019,352,17:10:00,1030,December,Wednesday,POM,0,ASSAULT,ASSAULT,18,(null),NONE,Y,N,PANIC,44,BLACK,5.1,180,N/A,BROOKLYN
04-12-2019,338,12:30:00,750,December,Wednesday,POM,5,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,25,(null),NONE,Y,N,AGITATED,18,BLACK,5.1,200,(null),BROOKLYN
04-12-2019,338,12:30:00,750,December,Wednesday,POM,5,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,25,(null),NONE,Y,N,AGITATED,20,BLACK,5.5,130,LARGE SCAR ON RIGHT CHEEK,BROOKLYN
04-12-2019,338,12:30:00,750,December,Wednesday,POM,5,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,25,(null),NONE,Y,N,AGITATED,20,BLACK,5.8,175,(null),BROOKLYN
04-12-2019,338,12:30:00,750,December,Wednesday,POM,5,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,25,(null),NONE,Y,N,ANGRY,21,BLACK,6,260,SMALL CROSS TATOO ON CHEEK,BROOKLYN
25-12-2019,359,20:21:00,1221,December,Wednesday,POM,2,CPW,CPW,14,(null),NONE,N,N,HIGHLY AGITATED/AGGRESSIVE,35,BLACK,5.9,160,"""FYT"" TATTOO ON LEFT SIDE OF NECK",QUEENS
04-12-2019,338,10:50:00,650,December,Wednesday,POM,1,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,N,N,CALM,18,WHITE HISPANIC,5.8,150,(null),QUEENS
04-12-2019,338,10:50:00,650,December,Wednesday,POM,1,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,N,N,CALM,15,WHITE HISPANIC,5.4,120,(null),QUEENS
04-12-2019,338,10:50:00,650,December,Wednesday,POM,1,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,N,N,CALM,17,WHITE HISPANIC,5.6,130,(null),QUEENS
04-12-2019,338,10:50:00,650,December,Wednesday,POM,1,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,N,N,CALM,17,WHITE HISPANIC,5.8,150,(null),QUEENS
04-12-2019,338,21:10:00,1270,December,Wednesday,POM,1,RECKLESS ENDANGERMENT,OTHER,2,(null),NONE,N,N,UNHAPPY,20,WHITE HISPANIC,5.8,150,(null),QUEENS
