STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_BORO_NAME
07-01-2019,7,00:35:00,35,January,Monday,POM,1,ASSAULT,ASSAULT,7,(null),NONE,Y,N,"NERVOUS, SCARED",28,BLACK,5.6,300,BLACK LEATHER JACKET,MANHATTAN
21-01-2019,21,20:18:00,1218,January,Monday,POF,1,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,Y,N,NERVOUS,25,BLACK HISPANIC,5.11,305,(null),BRONX
28-01-2019,28,02:49:00,169,January,Monday,SGT,1,ROBBERY,ROBBERY,7,(null),NONE,N,N,CALM & COOPERATIVE,45,BLACK HISPANIC,5.8,180,BLACK COAT.,BRONX
28-01-2019,28,02:49:00,169,January,Monday,SGT,1,ROBBERY,ROBBERY,7,(null),NONE,N,N,CALM & COOPERATIVE,38,BLACK HISPANIC,5.6,180,BLACK COAT.,BRONX
14-01-2019,14,16:49:00,1009,January,Monday,POM,0,CPW,CPW,1,CPW,CPW,N,Y,NERVOUS,21,BLACK HISPANIC,6.1,220,(null),BRONX
28-01-2019,28,12:40:00,760,January,Monday,POF,1,ASSAULT,ASSAULT,20,(null),NONE,Y,N,NORMAL,21,WHITE HISPANIC,5.7,150,(null),BRONX
28-01-2019,28,17:45:00,1065,January,Monday,POM,1,CPW,CPW,5,(null),NONE,N,N,CALM,34,BLACK,6.1,150,N/A,BROOKLYN
28-01-2019,28,00:10:00,10,January,Monday,POM,1,CPW,CPW,4,(null),NONE,Y,N,NORMAL,17,BLACK,5.6,130,(null),BROOKLYN
28-01-2019,28,06:30:00,390,January,Monday,POM,0,ASSAULT,ASSAULT,3,(null),NONE,Y,N,INTOXICATED,30,BLACK,5.8,150,(null),BROOKLYN
07-01-2019,7,16:55:00,1015,January,Monday,POM,1,ROBBERY,ROBBERY,2,(null),NONE,N,N,ANGRY,40,BLACK,6,200,(null),BROOKLYN
14-01-2019,14,13:44:00,824,January,Monday,POM,1,ASSAULT,ASSAULT,3,(null),NONE,Y,N,UPSET DUE TO DISPUTE WITH GIRLFRIEND,24,WHITE HISPANIC,5.6,150,(null),BROOKLYN
07-01-2019,7,20:14:00,1214,January,Monday,POM,1,CPW,CPW,10,(null),NONE,Y,N,COOPERATIVE,54,WHITE HISPANIC,5.7,165,UNKNOWN,BROOKLYN
28-01-2019,28,01:34:00,94,January,Monday,POM,1,ASSAULT,ASSAULT,5,(null),NONE,Y,N,FLEEING,21,BLACK,5.7,155,(null),BROOKLYN
28-01-2019,28,20:31:00,1231,January,Monday,POF,55,CPW,CPW,20,(null),NONE,Y,N,ANNOYED/UPSET,44,BLACK HISPANIC,5.6,140,BLACK HAT,BROOKLYN
28-01-2019,28,14:48:00,888,January,Monday,POM,1,CPW,CPW,15,(null),NONE,Y,N,NERVOUS,29,BLACK,5.8,140,(null),QUEENS
14-01-2019,14,23:31:00,1411,January,Monday,POM,1,ROBBERY,ROBBERY,7,(null),NONE,Y,N,COMPLIANT,31,WHITE,6,170,(null),QUEENS
07-01-2019,7,03:55:00,235,January,Monday,POM,1,PETIT LARCENY,PETIT LARCENY,15,PETIT LARCENY,PETIT LARCENY,Y,N,NERVOUS,35,BLACK,5.8,200,(null),QUEENS
07-01-2019,7,00:06:00,6,January,Monday,POM,1,BURGLARY,BURGLARY,15,(null),NONE,Y,N,HAPPY,44,BLACK HISPANIC,5.5,200,(null),QUEENS
28-01-2019,28,17:02:00,1022,January,Monday,POM,1,CPW,CPW,2,(null),NONE,Y,N,CALM AND COOPERATIVE,20,BLACK HISPANIC,5.4,150,DREAD LOCKS,QUEENS
07-01-2019,7,18:00:00,1080,January,Monday,POM,1,CPW,CPW,1,CPW,CPW,Y,Y,#N/A,16,BLACK,6,150,(null),STATEN ISLAND
07-01-2019,7,02:51:00,171,January,Monday,POM,10,BURGLARY,BURGLARY,8,(null),NONE,Y,N,CONCERNED,40,BLACK,5.1,170,"LEATHER WAIST LENGTH COAT/ HOODED SWEATSHIRT, SWEATPANTS",QUEENS
15-01-2019,15,18:50:00,1130,January,Tuesday,POM,1,ASSAULT,ASSAULT,5,ASSAULT,ASSAULT,N,N,#N/A,21,BLACK,5.9,150,(null),MANHATTAN
29-01-2019,29,04:12:00,252,January,Tuesday,POM,1,BURGLARY,BURGLARY,2,CRIMINAL POSSESSION OF CONTROLLE,OTHER,N,N,NERVOUS,49,BLACK,6,230,NONE,MANHATTAN
29-01-2019,29,15:55:00,955,January,Tuesday,POM,1,ROBBERY,ROBBERY,6,ROBBERY,ROBBERY,Y,N,NERVOUS,14,BLACK,5.6,110,(null),MANHATTAN
01-01-2019,1,16:00:00,960,January,Tuesday,POM,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,76,(null),NONE,N,N,COOPERATIVE,45,WHITE HISPANIC,5.1,200,UNKNOWN,MANHATTAN
01-01-2019,1,16:00:00,960,January,Tuesday,POM,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,76,(null),NONE,N,N,COOPERATIVE,41,WHITE HISPANIC,5.4,150,UNKNOWN,MANHATTAN
15-01-2019,15,13:40:00,820,January,Tuesday,POM,1,MENACING,MENACING,15,(null),NONE,Y,N,COOPERATIVE,30,BLACK,5.8,180,"MALE BLACK, TAN PANTS, DARK COLORED JACKET , BRAIDS, MALE 5'8"".",MANHATTAN
08-01-2019,8,13:00:00,780,January,Tuesday,POF,0,CPW,CPW,5,(null),NONE,Y,N,IRATE,24,BLACK HISPANIC,5.5,130,(null),MANHATTAN
08-01-2019,8,20:55:00,1255,January,Tuesday,POM,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,30,(null),NONE,Y,N,NON COMPLAINT,16,WHITE HISPANIC,5.5,110,(null),MANHATTAN
15-01-2019,15,20:44:00,1244,January,Tuesday,POM,1,CPW,CPW,10,(null),NONE,Y,N,CALM,46,BLACK,5.1,250,"BLACK JACKET, BLACK HAT, WHITE SNEAKERS",MANHATTAN
29-01-2019,29,21:53:00,1313,January,Tuesday,POM,1,ROBBERY,ROBBERY,1,ROBBERY,ROBBERY,N,N,NERVOUS,39,BLACK,5.9,170,(null),MANHATTAN
01-01-2019,1,00:37:00,37,January,Tuesday,POM,2,CPW,CPW,3,CPW,CPW,Y,Y,APPARENTLY NORMAL,25,BLACK,5.5,150,(null),MANHATTAN
29-01-2019,29,18:06:00,1086,January,Tuesday,POM,1,ROBBERY,ROBBERY,5,(null),NONE,Y,N,COOPERATIVE,17,WHITE HISPANIC,5.7,160,BLACK SWEATSHIRT,MANHATTAN
01-01-2019,1,14:51:00,891,January,Tuesday,POM,1,CPW,CPW,3,(null),NONE,Y,N,CALM,45,BLACK,5.1,200,(null),MANHATTAN
01-01-2019,1,02:50:00,170,January,Tuesday,POM,0,CPW,CPW,3,(null),NONE,Y,N,"NON COMBATIVE, UNDERSTANDING",24,BLACK,5.8,180,(null),MANHATTAN
22-01-2019,22,14:40:00,880,January,Tuesday,POM,0,MENACING,MENACING,4,(null),NONE,Y,N,CALM,33,BLACK,6.2,220,GREEN JACKET DARK BLUE PANTS,MANHATTAN
22-01-2019,22,20:20:00,1220,January,Tuesday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,N,#N/A,31,BLACK,5.6,140,(null),MANHATTAN
22-01-2019,22,20:20:00,1220,January,Tuesday,POM,2,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,N,UPSET,28,BLACK,5.8,150,(null),MANHATTAN
01-01-2019,1,07:20:00,440,January,Tuesday,POM,1,ASSAULT,ASSAULT,20,(null),NONE,Y,N,COOPERATIVE,26,WHITE HISPANIC,5.9,170,(null),MANHATTAN
29-01-2019,29,10:55:00,655,January,Tuesday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,N,APPARENTLY NORMAL,33,WHITE HISPANIC,6,180,N/A,MANHATTAN
15-01-2019,15,15:45:00,945,January,Tuesday,POM,1,ASSAULT,ASSAULT,21,(null),NONE,Y,N,NERVOUS,17,WHITE HISPANIC,6.1,150,(null),BRONX
15-01-2019,15,16:55:00,1015,January,Tuesday,POM,1,ROBBERY,ROBBERY,4,ROBBERY,ROBBERY,N,N,NERVOUS / FIDGETING,16,BLACK,6.2,185,N/A,BRONX
15-01-2019,15,16:56:00,1016,January,Tuesday,POM,1,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,N,N,"NERVOUS,FIDGETY, RUNNING FROM LOCATION",15,BLACK,5.6,130,(null),BRONX
29-01-2019,29,14:00:00,840,January,Tuesday,POM,1,CPW,CPW,3,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,N,UPSET,31,BLACK,5.9,170,(null),BRONX
01-01-2019,1,17:30:00,1050,January,Tuesday,POM,5,CPW,CPW,2,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,Y,N,#N/A,20,BLACK HISPANIC,5.1,160,(null),BRONX
08-01-2019,8,19:00:00,1140,January,Tuesday,POM,1,CPW,CPW,4,(null),NONE,Y,N,NON COMPLIANT / ERRATIC UPON INTERACTION WITH POLICE,18,WHITE HISPANIC,5.11,160,(null),BRONX
08-01-2019,8,19:00:00,1140,January,Tuesday,POM,1,CPW,CPW,4,(null),NONE,Y,N,COOPERATIVE,17,BLACK HISPANIC,6.1,180,(null),BRONX
22-01-2019,22,01:10:00,70,January,Tuesday,POM,0,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,30,(null),NONE,Y,N,#N/A,26,BLACK,6.1,185,(null),BRONX
08-01-2019,8,18:18:00,1098,January,Tuesday,POM,0,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,Y,Y,AGITATED,19,BLACK,5.1,180,(null),BRONX
08-01-2019,8,16:23:00,983,January,Tuesday,POM,0,OTHER,OTHER,10,OTHER,OTHER,Y,N,NERVOUS,36,WHITE HISPANIC,5.6,150,(null),BRONX
22-01-2019,22,23:00:00,1380,January,Tuesday,POM,1,CPW,CPW,1,(null),NONE,N,N,ANGRY,27,BLACK,5.1,220,(null),BRONX
29-01-2019,29,13:25:00,805,January,Tuesday,POM,1,CPW,CPW,10,CPW,CPW,Y,N,ANGRY,26,BLACK,6.1,150,(null),BRONX
22-01-2019,22,20:50:00,1250,January,Tuesday,POM,1,CPW,CPW,4,(null),NONE,N,N,CALM,32,WHITE HISPANIC,5.5,145,(null),BRONX
01-01-2019,1,04:33:00,273,January,Tuesday,POM,0,CPW,CPW,4,(null),NONE,Y,N,ANGRY,19,BLACK,6,170,(null),BRONX
01-01-2019,1,16:35:00,995,January,Tuesday,POM,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,5,(null),NONE,N,N,#N/A,24,BLACK,5.4,140,(null),BRONX
01-01-2019,1,16:35:00,995,January,Tuesday,POM,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,5,(null),NONE,N,N,NERVOUS,24,WHITE,5.8,160,UNK,BRONX
08-01-2019,8,14:40:00,880,January,Tuesday,POM,1,CPW,CPW,5,(null),NONE,Y,N,HEAVY BREATHING NERVOUS,17,WHITE HISPANIC,5.9,150,(null),BRONX
08-01-2019,8,14:40:00,880,January,Tuesday,POM,1,CPW,CPW,5,(null),NONE,Y,N,"NERVOUS, HEAVY BREATHING",20,WHITE HISPANIC,6,170,(null),BRONX
29-01-2019,29,20:01:00,1201,January,Tuesday,POM,1,ROBBERY,ROBBERY,40,(null),NONE,Y,N,ANGRY AND NERVOUS,23,BLACK,5.8,190,N/A,BROOKLYN
29-01-2019,29,20:01:00,1201,January,Tuesday,POM,1,ROBBERY,ROBBERY,40,(null),NONE,Y,N,ANGRY AND NERVOUS,20,BLACK,5.9,200,(null),BROOKLYN
29-01-2019,29,20:01:00,1201,January,Tuesday,POM,1,ROBBERY,ROBBERY,40,(null),NONE,Y,N,ANGRY AND UNCOOPERATIVE,24,BLACK,5.9,191,(null),BROOKLYN
01-01-2019,1,20:50:00,1250,January,Tuesday,POM,0,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,(null),NONE,Y,N,NORMAL,36,WHITE,5.7,190,(null),BROOKLYN
22-01-2019,22,15:39:00,939,January,Tuesday,POM,5,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,15,CPW,CPW,N,Y,CALM,54,BLACK,6.1,250,(null),BROOKLYN
22-01-2019,22,15:39:00,939,January,Tuesday,POM,10,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,10,(null),NONE,N,Y,UNCOOPERATIVE,54,BLACK,5.9,135,(null),BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,CPW,CPW,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,37,BLACK,5.6,150,(null),BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,CPW,CPW,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,27,BLACK,5.7,170,(null),BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,CPW,CPW,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,35,BLACK,6.2,220,(null),BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,CPW,CPW,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,25,BLACK,6,160,(null),BROOKLYN
15-01-2019,15,17:15:00,1035,January,Tuesday,POM,5,CPW,CPW,5,(null),NONE,Y,N,VERY SORRY FOR RUNNING AWAY,19,BLACK,5.8,180,(null),BROOKLYN
15-01-2019,15,15:15:00,915,January,Tuesday,POM,5,CPW,CPW,5,(null),NONE,Y,N,#N/A,21,BLACK,5.8,180,(null),BROOKLYN
15-01-2019,15,17:15:00,1035,January,Tuesday,POM,5,CPW,CPW,5,(null),NONE,Y,N,#N/A,21,BLACK,5.8,180,(null),BROOKLYN
29-01-2019,29,00:00:00,0,January,Tuesday,POM,1,GRAND LARCENY,GRAND LARCENY,5,GRAND LARCENY,GRAND LARCENY,Y,N,"NERVOUS, EXHUASTED",26,WHITE HISPANIC,6,220,(null),BROOKLYN
29-01-2019,29,22:15:00,1335,January,Tuesday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,5,(null),NONE,Y,N,IRATE,27,BLACK,6.1,190,(null),BROOKLYN
29-01-2019,29,22:15:00,1335,January,Tuesday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,5,(null),NONE,Y,N,CALM,26,BLACK,5.6,160,(null),BROOKLYN
01-01-2019,1,00:10:00,10,January,Tuesday,POM,1,CPW,CPW,1,CPW,CPW,Y,Y,#N/A,24,BLACK,5.11,170,(null),BROOKLYN
01-01-2019,1,00:10:00,10,January,Tuesday,POM,1,CPW,CPW,1,(null),NONE,Y,N,#N/A,22,BLACK,5.6,150,(null),BROOKLYN
08-01-2019,8,01:30:00,90,January,Tuesday,POM,1,CPW,CPW,5,(null),NONE,Y,N,UPSET,21,WHITE HISPANIC,5.9,140,(null),BROOKLYN
22-01-2019,22,19:00:00,1140,January,Tuesday,POM,3,CPW,CPW,4,(null),NONE,Y,N,CALM AND COOPERATIVE,30,BLACK,6,280,N/A,BROOKLYN
01-01-2019,1,19:27:00,1167,January,Tuesday,POM,3,CPW,CPW,2,(null),NONE,Y,N,CALM,22,BLACK,5.7,155,GOLD TEETH,BROOKLYN
08-01-2019,8,19:37:00,1177,January,Tuesday,POM,2,ASSAULT,ASSAULT,22,ASSAULT,ASSAULT,Y,N,CALM,26,BLACK,5.5,150,"BLUE JACKET, YELLOW SHIRT, DARK JEANS",BROOKLYN
15-01-2019,15,20:55:00,1255,January,Tuesday,POM,1,CPW,CPW,25,MENACING,MENACING,N,N,ANGRY,36,BLACK,6.1,180,(null),BROOKLYN
15-01-2019,15,20:45:00,1245,January,Tuesday,POM,1,CPW,CPW,25,MENACING,MENACING,N,N,ANGRY,33,BLACK,5.9,200,BEARD,BROOKLYN
29-01-2019,29,16:30:00,990,January,Tuesday,POM,1,CPW,CPW,5,(null),NONE,N,N,CALM,35,BLACK,6.3,210,SCAR ON FACE,QUEENS
22-01-2019,22,21:00:00,1260,January,Tuesday,POM,1,GRAND LARCENY,GRAND LARCENY,30,CRIMINAL POSSESSION OF FORGED IN,OTHER,Y,N,NERVOUS,20,BLACK HISPANIC,6.8,170,RED HOODY/SUNGLASSES,QUEENS
15-01-2019,15,18:30:00,1110,January,Tuesday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,15,(null),NONE,Y,N,CALM,25,WHITE HISPANIC,5.5,180,(null),QUEENS
08-01-2019,8,17:28:00,1048,January,Tuesday,POM,1,CPW,CPW,20,(null),NONE,Y,N,"NORMAL, VERY UNDERSTANDING OF STOP",42,WHITE,5.7,170,RED SCARF,QUEENS
01-01-2019,1,08:20:00,500,January,Tuesday,POM,1,MENACING,MENACING,2,(null),NONE,Y,N,#N/A,24,WHITE HISPANIC,5.7,150,TATTOOS ON FACE AND ARMS,QUEENS
01-01-2019,1,13:15:00,795,January,Tuesday,POF,2,CPW,CPW,10,(null),NONE,Y,N,NORMAL,19,WHITE,6,160,N/A,STATEN ISLAND
08-01-2019,8,17:38:00,1058,January,Tuesday,POM,1,ASSAULT,ASSAULT,31,(null),NONE,Y,N,CALM/NORMAL,27,BLACK HISPANIC,5.5,140,NONE,STATEN ISLAND
23-01-2019,23,06:16:00,376,January,Wednesday,POM,1,BURGLARY,BURGLARY,5,(null),NONE,Y,N,COORPERATIVE,17,BLACK,5.9,150,BLACK WOODED JACKET,MANHATTAN
23-01-2019,23,00:08:00,8,January,Wednesday,POM,1,ROBBERY,ROBBERY,8,(null),NONE,N,N,CALM,36,WHITE,5.6,150,"DARK JACKET AND DARK HOODIE, LOTS OF CLOTHING. BLUE JEANS, RED SNEAKERS, BACKPAC",MANHATTAN
02-01-2019,2,21:00:00,1260,January,Wednesday,POF,1,CPW,CPW,20,(null),NONE,Y,N,INCOMMUNICATIVE,40,WHITE,5.6,170,(null),MANHATTAN
09-01-2019,9,14:05:00,845,January,Wednesday,POM,1,CPW,CPW,5,(null),NONE,Y,N,"POSTIVE , SURPRISED",46,BLACK,6,165,"BLACK HAT, BLUE MASK, BLACK SUN GLASSES",MANHATTAN
16-01-2019,16,15:25:00,925,January,Wednesday,POM,1,CPW,CPW,5,CPW,CPW,N,Y,NERVOUS,17,BLACK,5.6,150,"BLUE JEANS, BLACK SNEAKERS, TAN OVERCOAT",MANHATTAN
02-01-2019,2,05:36:00,336,January,Wednesday,POM,5,ROBBERY,ROBBERY,2,ROBBERY,ROBBERY,Y,N,ANGRY,42,BLACK,6.2,260,(null),MANHATTAN
02-01-2019,2,12:10:00,730,January,Wednesday,POM,2,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,N,Y,#N/A,27,BLACK,5.8,160,TATTOO ON NECK,MANHATTAN
23-01-2019,23,11:25:00,685,January,Wednesday,POM,5,CPW,CPW,7,CPW,CPW,Y,Y,ANGRY,39,WHITE,5.9,175,(null),MANHATTAN
09-01-2019,9,08:42:00,522,January,Wednesday,POM,2,CPW,CPW,9,(null),NONE,Y,N,CALM,18,BLACK,6.1,170,(null),MANHATTAN
09-01-2019,9,18:53:00,1133,January,Wednesday,POM,0,ROBBERY,ROBBERY,11,ROBBERY,ROBBERY,Y,N,TIRED OF RUNNING,15,BLACK,5.7,110,(null),MANHATTAN
30-01-2019,30,20:00:00,1200,January,Wednesday,POM,1,CPW,CPW,5,CPW,CPW,N,Y,NERVOUS,15,WHITE HISPANIC,5.9,250,(null),BRONX
23-01-2019,23,23:18:00,1398,January,Wednesday,POM,1,CPW,CPW,2,CPW,CPW,N,Y,NERVOUS,23,BLACK,5.4,140,(null),BRONX
16-01-2019,16,21:57:00,1317,January,Wednesday,POM,30,CPW,CPW,5,(null),NONE,Y,N,CALM,18,BLACK,6.2,160,(null),BRONX
23-01-2019,23,23:35:00,1415,January,Wednesday,POM,1,CPW,CPW,5,(null),NONE,N,N,UNDERSTANDABLE,22,BLACK,5.9,135,(null),BRONX
30-01-2019,30,14:45:00,885,January,Wednesday,POM,1,OTHER,OTHER,10,(null),NONE,N,N,HE SEEMED BOTHERED,45,WHITE HISPANIC,6.3,200,"TATTOOS, OVERCOAT",BRONX
23-01-2019,23,01:19:00,79,January,Wednesday,POF,1,CPW,CPW,3,(null),NONE,Y,N,AGITATED,22,BLACK,5.6,160,"BLACK JACKET, BLACK JEANS, BLACK DURAG",BRONX
09-01-2019,9,20:00:00,1200,January,Wednesday,SGT,1,CPW,CPW,5,CPW,CPW,N,Y,CALM,28,WHITE HISPANIC,6,200,(null),BROOKLYN
16-01-2019,16,14:35:00,875,January,Wednesday,POM,1,ASSAULT,ASSAULT,10,(null),NONE,N,N,CALM,30,BLACK,5.8,180,GREY SWEATER GREY SWEAT PANTS,BROOKLYN
02-01-2019,2,19:34:00,1174,January,Wednesday,POM,1,CPW,CPW,7,CPW,CPW,N,Y,CALM,19,BLACK,5.7,150,DAGGER TATOO ON FOREHEAD,BROOKLYN
16-01-2019,16,17:40:00,1060,January,Wednesday,POM,1,CPW,CPW,5,(null),NONE,N,N,"HOSTILE, DISORDERLY, AGGRESSIVE, UNCOOPERATIVE, VULGAR",25,BLACK,6.4,180,(null),BROOKLYN
09-01-2019,9,21:55:00,1315,January,Wednesday,POM,5,BURGLARY,BURGLARY,5,(null),NONE,Y,N,AGITATED,36,BLACK,5.1,250,(null),BROOKLYN
02-01-2019,2,14:07:00,847,January,Wednesday,POM,1,ROBBERY,ROBBERY,4,ROBBERY,ROBBERY,Y,Y,AGITATED,37,BLACK,5.6,190,(null),BROOKLYN
02-01-2019,2,02:55:00,175,January,Wednesday,DTS,3,CPW,CPW,8,(null),NONE,N,N,CALM,32,BLACK,5.6,180,(null),BROOKLYN
23-01-2019,23,20:40:00,1240,January,Wednesday,POM,1,ASSAULT,ASSAULT,5,(null),NONE,Y,N,AGGRAVATED,38,BLACK,5.6,150,N/A,BROOKLYN
23-01-2019,23,18:45:00,1125,January,Wednesday,POM,0,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,30,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,N,#N/A,17,BLACK,5.11,150,"GREEN JACKET, WHITE SNEAKERS, BLACK JEANS",BROOKLYN
16-01-2019,16,19:20:00,1160,January,Wednesday,POM,1,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,N,N,CALM,18,BLACK,5.8,230,NETS JACKET,BROOKLYN
16-01-2019,16,19:20:00,1160,January,Wednesday,POM,1,ROBBERY,ROBBERY,10,ROBBERY,ROBBERY,N,N,CALM,16,BLACK,5.8,280,ORANGE SNEAKERS,BROOKLYN
16-01-2019,16,22:00:00,1320,January,Wednesday,POM,1,ROBBERY,ROBBERY,5,(null),NONE,Y,N,HIGHLY RESPECTFUL,16,BLACK,5.9,138,(null),BROOKLYN
23-01-2019,23,03:26:00,206,January,Wednesday,POM,1,OTHER,OTHER,10,OTHER,OTHER,Y,N,HOSTILE,28,BLACK HISPANIC,5.9,160,"BLACK CLOTHES, PUFFY JACKET, MALE HISPANIC, LIGHT SKIN",QUEENS
23-01-2019,23,03:00:00,180,January,Wednesday,POM,1,GRAND LARCENY,GRAND LARCENY,13,GRAND LARCENY,GRAND LARCENY,N,N,CALM,24,BLACK HISPANIC,5.9,200,"GLASSES, BLACK HOODY",QUEENS
23-01-2019,23,03:00:00,180,January,Wednesday,POM,1,GRAND LARCENY,GRAND LARCENY,13,GRAND LARCENY,GRAND LARCENY,N,N,CALM,25,BLACK HISPANIC,5.8,285,"RED HOODY, RED BASEBALL CAP",QUEENS
09-01-2019,9,15:35:00,935,January,Wednesday,POM,1,CPW,CPW,10,(null),NONE,Y,N,NON COMPLIANT,14,BLACK,5.4,135,NONE,QUEENS
09-01-2019,9,15:37:00,937,January,Wednesday,POM,1,CPW,CPW,5,OTHER,OTHER,Y,N,NOT COMPLIANT.,13,WHITE HISPANIC,5.5,150,(null),QUEENS
30-01-2019,30,11:52:00,712,January,Wednesday,POM,1,CPW,CPW,2,CPW,CPW,N,Y,NORMAL,38,WHITE,5.6,130,(null),STATEN ISLAND
16-01-2019,16,02:50:00,170,January,Wednesday,POM,1,PETIT LARCENY,PETIT LARCENY,15,PETIT LARCENY,PETIT LARCENY,Y,N,AGITATED,35,BLACK,6,220,UNK,STATEN ISLAND
23-01-2019,23,23:56:00,1436,January,Wednesday,POM,3,PETIT LARCENY,PETIT LARCENY,24,(null),NONE,N,N,NERVOUS,22,WHITE HISPANIC,6.1,150,(null),STATEN ISLAND
09-01-2019,9,00:18:00,18,January,Wednesday,POM,0,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,24,MENACING,MENACING,Y,Y,COMPLIANT,30,WHITE,6.3,255,PICTURE OF UNCLE SAM ON LEFT ARM,STATEN ISLAND
02-01-2019,2,01:11:00,71,January,Wednesday,POM,2,BURGLARY,BURGLARY,10,BURGLARY,BURGLARY,Y,N,NERVOUS,19,WHITE HISPANIC,6.1,150,DARK JACKET,BRONX
31-01-2019,31,14:45:00,885,January,Thursday,POM,1,ASSAULT,ASSAULT,3,(null),NONE,Y,N,CALM,18,BLACK,5.1,180,(null),MANHATTAN
17-01-2019,17,19:45:00,1185,January,Thursday,POM,1,CPW,CPW,11,CPW,CPW,N,Y,"CALM, COOPERATIVE",54,WHITE HISPANIC,5.8,175,(null),MANHATTAN
17-01-2019,17,04:36:00,276,January,Thursday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,18,OTHER,OTHER,N,N,CALM,23,WHITE,6.2,180,"TATOOS ON NECK, YELLOW CAMOFLAGE SWEATSHIRT, BLACK SWEATPANTS",MANHATTAN
03-01-2019,3,21:41:00,1301,January,Thursday,POM,1,ROBBERY,ROBBERY,15,ROBBERY,ROBBERY,Y,N,RELAXED,59,WHITE HISPANIC,5.1,180,(null),MANHATTAN
31-01-2019,31,09:35:00,575,January,Thursday,SGT,1,CPW,CPW,30,(null),NONE,Y,N,DISORIENTED/CALM,23,BLACK,5.8,175,ORANGE SHIRT,MANHATTAN
24-01-2019,24,23:30:00,1410,January,Thursday,POM,2,BURGLARY,BURGLARY,19,(null),NONE,N,N,EXCITED,18,BLACK,6,190,(null),MANHATTAN
03-01-2019,3,22:09:00,1329,January,Thursday,POM,1,ROBBERY,ROBBERY,7,ROBBERY,ROBBERY,N,N,NERVOUS,18,BLACK HISPANIC,5.9,150,(null),MANHATTAN
03-01-2019,3,22:09:00,1329,January,Thursday,POM,1,ROBBERY,ROBBERY,7,ROBBERY,ROBBERY,N,N,CALM,22,WHITE HISPANIC,5.9,170,(null),MANHATTAN
10-01-2019,10,15:35:00,935,January,Thursday,POM,0,CPW,CPW,3,(null),NONE,Y,N,COOPERATIVE,43,BLACK,6,160,(null),MANHATTAN
